Dimitri,75,LGT,2.253
Koren,46,BBS,2.781
Jourdan,12,RBD,2.106
Riordan,83,BIJ,1.851
Rozele,81,QHR,2.129
Ettore,29,KWB,3.982
Maurise,93,MZJ,1.52
Lock,1,AOO,1.49
Merrily,35,GGL,1.188
Bernita,82,DNQ,0.72
Gamaliel,62,UNA,2.067
Elonore,55,SHX,3.427
Toby,86,QOQ,2.884
Rose,99,KOI,1.646
Sharia,49,TCE,3.676
Milzie,46,THW,1.777
Bartholomew,7,STU,1.408
Franciska,24,HRO,0.363
Kimberlyn,22,NBS,0.458
Lennie,84,GFD,0.913
Aleksandr,64,UBS,2.125
Joellen,55,PNI,3.521
Hubey,16,SQA,1.267
Gussie,81,XBR,1.184
Kendell,93,LMN,3.657
Elysee,32,LKY,3.13
Cristi,55,ICI,3.84
Calida,99,BTS,2.994
Somerset,46,CTC,2.409
Ettore,18,DQH,1.392
Gardner,1,CHK,0.18
Norry,47,PSJ,2.147
Norby,63,EWK,0.701
Roselin,48,AIE,0.632
Prinz,67,RHO,3.392
Jamesy,77,GCD,1.605
Kathryne,77,RRK,1.625
Klarika,23,SIU,3.511
Harry,2,AFZ,2.235
Lane,83,KXR,3.86
Jeremias,20,YFS,1.828
Sherill,24,VAI,1.699
Hersch,82,DKR,0.72
Oona,99,DTU,1.366
Malory,56,PPI,2.034
Ambrose,82,KST,0.17
Lezley,16,LUV,0.973
Homere,13,BTB,0.847
Kalvin,29,ACL,0.692
Asia,95,IRE,1.134
Linet,16,FEK,1.71
Andrea,35,TLT,1.576
Yevette,27,KRT,3.599
Helen-elizabeth,25,RKV,0.649
Pearce,20,AWA,1.908
Trixy,83,HXD,1.02
Edyth,26,RZN,3.424
Laney,87,NNX,3.756
Gina,1,0,0.136
Edvard,50,NKC,1.96
Nike,58,QNV,1.095
Maxie,16,AAI,3.044
Maddi,6,GSJ,1.115
Buddie,30,TEQ,1.897
Dulcine,27,WWK,1.827
